日付,時刻,気温,降水量,風向,風速,日照時間
20200913,1,23.2,0.0,西,1.8,-
20200913,2,22.9,0.0,西南西,1.2,-
20200913,3,22.5,0.0,西,1.9,-
20200913,4,22.5,0.0,西,2.4,0.0
20200913,5,22.4,0.0,西,2.1,0.0
20200913,6,22.2,0.0,西,3.2,0.0
20200913,7,22.7,0.0,西,1.8,0.1
20200913,8,24.1,0.0,西,2.9,0.4
20200913,9,23.9,0.0,西北西,2.0,0.1
20200913,10,24.3,0.0,西北西,2.3,0.1
20200913,11,24.9,0.0,西北西,2.3,0.0
20200913,12,25.4,0.0,北西,2.3,0.0
20200913,13,25.3,0.0,西,3.1,0.0
20200913,14,26.7,0.0,北北西,2.8,0.5
20200913,15,27.4,0.0,西北西,3.2,1.0
20200913,16,26.3,0.0,北,3.3,1.0
20200913,17,25.0,0.0,西北西,3.1,0.8
20200913,18,24.2,0.0,西北西,2.1,0.0
20200913,19,22.8,0.0,西北西,1.9,0.0
20200913,20,22.8,0.0,北西,2.3,0.0
20200913,21,22.3,0.0,西北西,2.1,-
20200913,22,22.0,0.0,西北西,3.4,-
20200913,23,21.1,0.0,西南西,1.0,-
20200913,24,20.7,0.0,西北西,3.1,-
20200914,1,20.8,0.0,西北西,2.4,-
20200914,2,20.6,0.0,西北西,3.4,-
20200914,3,20.2,0.0,西北西,0.9,-
20200914,4,20.0,0.0,西,2.8,0.0
20200914,5,20.0,0.0,西北西,2.4,0.0
20200914,6,19.8,0.0,西北西,1.6,0.0
20200914,7,20.3,0.0,北北西,1.0,0.0
20200914,8,21.6,0.0,北北西,1.7,0.2
20200914,9,23.7,0.0,西,2.0,0.6
20200914,10,24.2,0.0,北北西,1.2,0.5
20200914,11,25.2,0.0,南西,2.5,0.3
20200914,12,25.1,0.0,南東,2.4,0.8
20200914,13,25.3,0.0,東南東,3.3,1.0
20200914,14,25.7,0.0,南東,3.4,1.0
20200914,15,-,-,-,-,-
20200914,16,-,-,-,-,-
20200914,17,-,-,-,-,-
20200914,18,-,-,-,-,-
20200914,19,-,-,-,-,-
20200914,20,-,-,-,-,-
20200914,21,-,-,-,-,-
20200914,22,-,-,-,-,-
20200914,23,-,-,-,-,-
20200914,24,-,-,-,-,-
